spectrum_id,B0_G,dB_G,p,g_factor,mwFreq_GHz,rmsd,status
39,3350.12057466456,9.37884926447176,0.48939116374576,2.00565256525056,9.404326,264433.817712696,OK
4,3357.26349213445,86.089538237281,1.08795212768977,2.00356265095295,9.414557,2710.07072354321,OK
40,3356.49252647922,13.1948552069737,1.02229893098467,2.00182035028988,9.40421,22437.7245050428,OK
41,3356.15366879241,12.2453835310437,0.920073596302535,2.00178765324582,9.403107,36651.0020436174,OK
42,3356.25980805095,11.4294349201283,1.03273165487712,2.00172392241918,9.403105,30311.0273707906,OK
43,3349.61141317722,9.45459147972294,0.837053973009987,2.00568163782553,9.403033,40774.7506389996,OK
44,3349.80404962837,8.76089674370157,0.543454081692583,2.00556117858574,9.403009,385366.295475335,OK
45,3349.65308056397,8.11836551251124,0.517888393685109,2.00542760549246,9.401959,642448.808446354,OK
46,3349.44773779525,8.45091115220123,0.790994583021208,2.00553860567949,9.401903,56910.320668175,OK
47,3355.91046454486,10.4600148981683,0.909040939923242,2.00168873887152,9.401961,42497.3282258723,OK
48,3356.07154523632,9.33294008200696,0.620435550236731,2.00158308412544,9.401916,441578.709025635,OK
49,3355.63713935589,9.17750332444839,0.759891435238529,2.00159564051584,9.400758,496204.015390784,OK
5,3356.16966980705,64.335701039107,1.23126802356807,2.00417774637322,9.414379,2705.01357544162,OK
50,3355.54967012187,9.93212371834652,0.881688289582549,2.00166932151425,9.400859,58984.0586025038,OK
51,3349.22793505202,7.72542457048569,0.732213196865711,2.00545732560122,9.400905,82434.2498306871,OK
52,3349.28741084681,7.81455829844023,0.564317099160751,2.005405927357,9.400831,863688.293152404,OK
53,3349.42398973599,7.45371541276422,0.527228595858753,2.00535423046584,9.400972,1312729.67763729,OK
54,3349.33664414528,7.52456758382139,0.678390699091375,2.00540546044995,9.400967,96531.9482298907,OK
55,3355.88129821245,8.15446821562431,1.20713536271875,2.00148876175786,9.40094,685409.26721708,OK
56,3355.68790024809,8.42986021141747,0.669669389727492,2.00159772586375,9.40091,888666.063971855,OK
57,3355.45826866218,8.06969682308027,0.632314424955529,2.00159204265651,9.40024,1247458.78875248,OK
58,3355.39444990493,8.43804799612553,0.73856977280048,2.00162798309361,9.40023,110042.373147674,OK
59,3349.30727778672,5.92053595733036,0.1,2.00526795930722,9.40024,980588.86865484,OK
6,3353.43264631283,51.2110338282514,1.13742108003589,2.00580415284987,9.414335,2482.72395642367,OK
60,3349.29198721196,7.22073795171842,0.517973670511896,2.00527604737867,9.400235,1765889.96717914,OK
61,3349.23959090627,6.87385637421417,0.457153014985456,2.00521462191621,9.3998,2778913.80194237,OK
62,3349.27065330196,5.56901337212376,0.1,2.0051994379739,9.399816,1433080.85062517,OK
63,3355.4164394843,6.81308991886862,1.10279018725134,2.00155652199309,9.399956,1442587.89251781,OK
64,3355.35370954251,7.54088752973154,0.558712270881917,2.00159585847791,9.399965,2107653.69916091,OK
65,3355.16112505018,7.20256890008985,0.511991553751962,2.00159980273636,9.399444,3100498.50777272,OK
66,3355.21071413614,6.28350865463013,1.03606051724096,2.00156681251555,9.399428,2040196.08613057,OK
67,3349.16633332889,5.25855235004919,0.268659259461726,2.0051402979615,9.399246,2036747.66551668,OK
68,3349.09007621913,6.65635133025966,0.453852175838412,2.00518104730583,9.399223,3925326.01139393,OK
69,3349.38125656399,6.33521880302255,0.350273452343228,2.00510442459178,9.399681,6789380.0193405,OK
7,3353.79829837106,49.9240166820118,1.15292250758349,2.00540864826079,9.413505,2792.80774058684,OK
70,3349.34635096608,5,0.568844388064819,2.00512233455976,9.399667,3189139.41409241,OK
71,3355.32267310178,5.52951528715649,0.824837183913232,2.00159669916937,9.399882,2950286.40724377,OK
72,3355.36466138791,6.80817424162946,0.451247410279112,2.00161147063377,9.400069,5293897.3791638,OK
73,3354.90666542883,6.34889954152444,0.415473409697163,2.00163320960342,9.398888,10784670.5145695,OK
74,3354.93957594029,5,0.633671574131658,2.0016161299979,9.3989,5297503.7314819,OK
75,3349.24826817221,5,0.933721340160009,2.00510895085683,9.399329,6484581.45661405,OK
76,3349.29787253216,6.12022717826175,0.297770062979537,2.00507392140158,9.399304,10888298.466997,OK
77,3349.40831029299,5.96453107874658,0.280346539897831,2.00500994260867,9.399314,16814160.6144903,OK
78,3349.40216452844,5,1.06469833963337,2.00501276830984,9.39931,12283400.8159134,OK
79,3355.0354771148,5,0.965347252534881,2.00163046875895,9.399236,8654122.19563153,OK
8,3354.9342324575,52.4571735482475,1.30648112044819,2.00464978359434,9.41313,2670.56763966965,OK
80,3355.08849536684,6.2484416123962,0.346630840150027,2.00159244971136,9.399206,12721804.7027918,OK
9,3360.54764209597,56.7673777621489,1.08751077533624,2.00125255881251,9.412901,2739.2252964693,OK
